纬度,经度,名称,数量
39.8784,-79.9295,Greene,0
40.3656,-79.6223,Westmoreland,0
40.2623,-76.8342,Dauphin,0
40.0076,-75.2341,Montgomery,0
41.2801,-75.9649,Luzerne,0
40.8266,-76.056,Schuylkill,0
41.6373,-78.0903,Potter,0
40.2325,-76.1393,Lancaster,0
40.312,-78.9049,Cambria,0
40.2101,-75.5699,Montgomery,0
40.3222,-75.9949,Berks,0
41.021,-79.2782,Clarion,0
41.1153,-75.7733,Luzerne,0
40.3237,-75.0599,Bucks,0
39.945,-76.3368,Lancaster,0
40.2093,-79.77,Westmoreland,0
41.1506,-76.3693,Columbia,0
39.734,-77.528,Franklin,0
41.1779,-75.2632,Monroe,0
40.2237,-79.6086,Westmoreland,0
41.1209,-78.1139,Clearfield,0
41.2826,-75.4795,Lackawanna,0
40.5917,-80.2117,Beaver,0
40.8538,-77.5639,Centre,0
40.6576,-78.2707,Blair,0
40.4806,-75.7593,Berks,0
41.2831,-80.4088,Mercer,0
40.1221,-74.9066,Bucks,0
40.8105,-78.2345,Centre,0
40.5614,-76.1998,Schuylkill,0
40.1111,-79.8464,Fayette,0
41.1081,-76.8981,Union,0
41.0427,-78.4466,Clearfield,0
39.8809,-76.8641,York,0
39.9763,-77.2259,Adams,0
40.4783,-78.5423,Cambria,0
40.0914,-75.1463,Montgomery,0
40.2956,-79.6864,Westmoreland,0
40.4079,-79.7765,Allegheny,0
40.197,-77.9819,Huntingdon,0
41.6566,-76.8529,Bradford,0
40.2498,-75.5886,Montgomery,0
41.9478,-79.5835,Warren,0
40.2773,-79.7992,Allegheny,0
40.6497,-79.8492,Allegheny,0
41.2787,-79.8219,Venango,0
41.6476,-80.1468,Crawford,0
40.1559,-75.8304,Chester,0
40.6369,-80.0809,Allegheny,0
40.3984,-79.5037,Westmoreland,0
40.2787,-75.9164,Berks,0
40.931,-80.3591,Lawrence,0
40.7844,-79.934,Butler,0
41.3381,-75.7423,Luzerne,0
40.625,-80.422,Beaver,0
40.8479,-75.4482,Monroe,0
40.6481,-76.5352,Schuylkill,0
41.4051,-79.832,Venango,0
41.8826,-78.3984,McKean,0
40.6798,-76.2092,Schuylkill,0
40.711,-77.9924,Centre,0
40.8448,-77.6847,Centre,0
40.3719,-75.292,Bucks,0
40.7381,-79.7623,Butler,0
40.3253,-79.606,Westmoreland,0
40.577,-79.8887,Allegheny,0
40.65,-76.9027,Northumberland,0
39.8319,-77.9029,Franklin,0
40.1842,-79.8269,Westmoreland,0
41.0259,-78.7862,Clearfield,0
40.3109,-78.3242,Blair,0
40.1008,-76.09,Lancaster,0
40.6256,-76.1234,Schuylkill,0
41.0027,-76.4561,Columbia,0
41.7126,-76.4747,Bradford,0
40.2456,-76.4837,Lebanon,0
41.8636,-75.5141,Susquehanna,0
40.6444,-80.508,Beaver,0
40.9673,-79.199,Jefferson,0
41.1132,-80.2589,Lawrence,0
40.0251,-79.2934,Somerset,0
41.4043,-75.6649,Lackawanna,0
40.8076,-77.2058,Snyder,0
40.0962,-75.1296,Montgomery,0
40.3259,-79.9864,Allegheny,0
40.6304,-76.1939,Schuylkill,0
40.6781,-75.2357,Northampton,0
39.8118,-76.9835,York,0
40.5658,-75.9593,Berks,0
40.6413,-77.5803,Mifflin,0
39.8686,-79.921,Fayette,0
41.2569,-77.049,Lycoming,0
40.3271,-78.7701,Cambria,0
40.4923,-79.86,Allegheny,0
40.4389,-79.8417,Allegheny,0
40.5416,-77.3582,Juniata,0
41.5687,-79.4081,Forest,0
40.3111,-75.4513,Montgomery,0
40.5472,-76.816,Dauphin,0
40.6732,-76.3222,Schuylkill,0
40.4817,-79.9736,Allegheny,0
40.5595,-80.1527,Allegheny,0
40.7974,-76.4288,Northumberland,0
40.7722,-76.3284,Schuylkill,0
41.304,-74.9937,Pike,0
39.8023,-79.8089,Fayette,0
41.357,-78.6101,Elk,0
41.9071,-77.1335,Tioga,0
40.5276,-80.0251,Allegheny,0
40.6214,-76.0565,Schuylkill,0
40.408,-80.0861,Allegheny,0
40.6277,-75.8547,Berks,0
40.0574,-76.5514,Lancaster,0
40.5559,-75.9824,Berks,0
41.8762,-80.1246,Erie,0
40.2226,-76.2863,Lancaster,0
40.0449,-79.0027,Somerset,0
39.8994,-79.7244,Fayette,0
40.1384,-79.9002,Washington,0
40.2802,-80.1204,Washington,0
40.9267,-75.4017,Monroe,0
40.6406,-76.803,Dauphin,0
41.903,-77.7548,Potter,0
40.7409,-75.2561,Northampton,0
40.966,-78.2066,Clearfield,0
41.2764,-78.4902,Elk,0
40.452,-76.3326,Berks,0
40.7685,-80.0584,Butler,0
40.6957,-76.2361,Schuylkill,0
41.2513,-74.9103,Pike,0
41.3691,-79.9311,Venango,0
40.1862,-75.5382,Montgomery,0
41.4215,-78.5481,Elk,0
40.4621,-79.5184,Westmoreland,0
40.2517,-79.9243,Washington,0
39.8156,-76.841,York,0
40.5549,-77.6168,Mifflin,0
40.4863,-76.0059,Berks,0
40.34,-75.9266,Berks,0
40.3815,-79.6023,Westmoreland,0
41.1225,-78.7564,Clearfield,0
40.9283,-77.5188,Centre,0
40.8003,-76.8646,Snyder,0
41.7338,-77.6454,Potter,0
40.0132,-78.3666,Bedford,0
40.8615,-76.7875,Northumberland,0
40.1592,-77.139,Cumberland,0
39.7596,-76.696,York,0
41.3705,-75.7409,Lackawanna,0
40.5656,-80.2142,Allegheny,0
40.0211,-76.1365,Lancaster,0
40.6216,-77.5707,Mifflin,0
41.3086,-76.1029,Luzerne,0
40.6279,-79.8816,Allegheny,0
40.3371,-79.8719,Allegheny,0
40.312,-79.8237,Allegheny,0
40.6088,-77.237,Juniata,0
39.8206,-75.8284,Chester,0
40.7581,-80.032,Butler,0
40.7278,-76.0868,Schuylkill,0
40.5487,-79.5406,Westmoreland,0
39.9813,-77.2493,Adams,0
39.82,-76.5728,York,0
39.7594,-80.4279,Greene,0
40.3335,-79.3011,Westmoreland,0
40.7669,-80.3148,Beaver,0
40.8133,-80.3294,Beaver,0
41.0844,-75.4154,Monroe,0
40.8197,-75.9161,Schuylkill,0
40.1994,-74.9986,Bucks,0
41.6976,-75.9177,Susquehanna,0
40.379,-79.0751,Westmoreland,0
39.7267,-76.3271,York,0
41.7727,-80.1121,Crawford,0
40.0332,-75.7636,Chester,0
39.7583,-76.3684,York,0
40.042,-75.4912,Chester,0
41.1742,-80.4557,Mercer,0
40.0173,-78.9069,Somerset,0
40.4809,-78.5547,Cambria,0
40.1126,-77.1854,Cumberland,0
42.0029,-79.807,Erie,0
40.2309,-75.5221,Montgomery,0
40.1873,-75.4581,Montgomery,0
39.9734,-76.792,York,0
40.2085,-76.7851,Dauphin,0
40.9903,-75.8961,Luzerne,0
40.3295,-80.1709,Washington,0
40.0887,-79.3406,Westmoreland,0
41.7594,-77.9538,Potter,0
39.997,-76.7066,York,0
41.0061,-79.8965,Butler,0
40.5543,-77.153,Perry,0
39.8251,-79.754,Fayette,0
41.3017,-77.8403,Clinton,0
40.3293,-79.642,Westmoreland,0
40.005,-79.0778,Somerset,0
40.4313,-79.8839,Allegheny,0
41.407,-75.8503,Luzerne,0
39.8105,-77.1363,Adams,0
40.0772,-75.3035,Montgomery,0
40.3711,-75.6309,Berks,0
40.4531,-80.1095,Allegheny,0
40.6773,-75.7498,Lehigh,0
40.1474,-75.2687,Montgomery,0
40.2297,-76.8764,Cumberland,0
40.6631,-80.2628,Beaver,0
41.3084,-79.3698,Clarion,0
40.3504,-79.2853,Westmoreland,0
40.9888,-78.3097,Clearfield,0
40.6734,-79.6937,Butler,0
40.6908,-76.1807,Schuylkill,0
40.0299,-78.1917,Fulton,0
42.0469,-80.2765,Erie,0
40.6945,-79.3421,Armstrong,0
40.5062,-77.6665,Mifflin,0
40.6857,-75.5334,Lehigh,0
40.4999,-78.0097,Huntingdon,0
40.3239,-80.0364,Allegheny,0
40.7886,-80.1428,Butler,0
39.7363,-79.4516,Fayette,0
40.4048,-79.1383,Indiana,0
40.6062,-79.4889,Armstrong,0
41.1365,-80.0105,Butler,0
41.6458,-76.1589,Wyoming,0
39.9744,-80.044,Greene,0
40.314,-75.128,Bucks,0
40.135,-75.9593,Lancaster,0
40.4244,-78.6202,Cambria,0
40.8009,-78.4986,Clearfield,0
40.3764,-78.7616,Cambria,0
39.8976,-79.975,Greene,0
40.1539,-75.8906,Berks,0
39.9479,-79.9657,Greene,0
40.0149,-78.5033,Bedford,0
39.8559,-76.7079,York,0
40.373,-75.204,Bucks,0
41.1421,-78.8067,Jefferson,0
41.634,-77.2869,Tioga,0
40.6573,-79.3015,Indiana,0
40.7925,-79.1793,Indiana,0
40.0323,-75.556,Chester,0
40.1951,-80.2187,Washington,0
40.1991,-75.4753,Montgomery,0
40.599,-80.2801,Beaver,0
41.2896,-75.7942,Luzerne,0
40.3259,-75.3275,Montgomery,0
41.1732,-76.287,Luzerne,0
41.5382,-75.739,Lackawanna,0
39.8859,-75.3074,Delaware,0
40.7025,-80.2838,Beaver,0
40.0736,-75.4582,Chester,0
40.5914,-76.5359,Schuylkill,0
40.1702,-77.4016,Cumberland,0
40.3602,-79.9898,Allegheny,0
40.5213,-75.7773,Berks,0
40.1358,-75.5201,Chester,0
41.1713,-78.7173,Clearfield,0
41.5511,-80.3825,Crawford,0
40.1101,-76.0274,Lancaster,0
41.0118,-75.8966,Luzerne,0
39.9778,-76.7307,York,0
39.9545,-75.997,Lancaster,0
40.5317,-80.1689,Allegheny,0
40.3367,-77.5122,Perry,0
41.8996,-75.4529,Wayne,0
40.1743,-75.0438,Bucks,0
40.05,-76.2114,Lancaster,0
41.154,-75.2805,Monroe,0
41.2731,-80.1397,Mercer,0
39.9284,-75.5227,Delaware,0
40.1042,-75.3437,Montgomery,0
40.6892,-75.9928,Schuylkill,0
40.6048,-78.7072,Cambria,0
40.3326,-76.5077,Lebanon,0
40.4057,-75.5062,Montgomery,0
40.9911,-76.0595,Luzerne,0
41.0695,-80.058,Butler,0
40.3581,-79.9072,Allegheny,0
39.8474,-78.1434,Fulton,0
40.3926,-77.8354,Mifflin,0
40.0473,-79.6573,Fayette,0
39.9125,-76.6863,York,0
40.3952,-75.9634,Berks,0
40.2348,-78.9356,Somerset,0
39.9153,-79.7213,Fayette,0
40.2809,-75.8608,Berks,0
40.4764,-76.2906,Berks,0
41.0407,-76.4175,Columbia,0
40.61,-79.5556,Armstrong,0
40.8017,-78.3994,Clearfield,0
40.2225,-75.3998,Montgomery,0
41.2598,-78.7267,Elk,0
40.7315,-79.7459,Butler,0
40.0692,-79.9152,Washington,0
39.969,-75.8135,Chester,0
40.6981,-80.2689,Beaver,0
41.3188,-75.9405,Luzerne,0
40.3144,-79.356,Westmoreland,0
40.4004,-75.5875,Berks,0
40.6243,-77.5019,Mifflin,0
41.5394,-75.5315,Lackawanna,0
40.8003,-78.0523,Centre,0
41.1019,-76.7695,Northumberland,0
39.8408,-76.6175,York,0
40.7068,-76.3212,Schuylkill,0
39.8851,-75.5202,Delaware,0
39.9204,-75.6888,Chester,0
40.4412,-75.4414,Bucks,0
40.07,-79.901,Washington,0
40.31,-76.5944,Lebanon,0
40.1635,-79.0611,Somerset,0
40.9991,-79.3395,Armstrong,0
40.2155,-78.2569,Bedford,0
40.0378,-76.1081,Lancaster,0
40.1106,-76.7149,York,0
39.909,-75.3963,Delaware,0
39.8684,-75.6555,Chester,0
41.4037,-75.3985,Wayne,0
40.2928,-78.0272,Huntingdon,0
40.5595,-79.3864,Indiana,0
40.5352,-75.4978,Lehigh,0
40.2487,-76.4665,Lebanon,0
41.2294,-77.0009,Lycoming,0
42.1506,-80.023,Erie,0
41.3291,-75.7698,Luzerne,0
40.1408,-75.1925,Montgomery,0
40.3298,-79.9596,Allegheny,0
40.3928,-77.9412,Huntingdon,0
41.3448,-78.134,Cameron,0
40.7632,-79.5217,Armstrong,0
39.8696,-75.4274,Delaware,0
40.8961,-76.1187,Schuylkill,0
40.1519,-79.8828,Westmoreland,0
40.4543,-76.9705,Perry,0
40.3965,-80.0956,Allegheny,0
40.8997,-77.3472,Centre,0
40.4519,-77.8053,Mifflin,0
40.7705,-79.0472,Indiana,0
40.3573,-78.4366,Blair,0
40.6528,-79.9408,Allegheny,0
40.5878,-76.1806,Schuylkill,0
40.3166,-76.7884,Dauphin,0
40.128,-76.0046,Lancaster,0
40.1222,-79.8797,Washington,0
40.4335,-76.1107,Berks,0
40.8192,-76.0601,Schuylkill,0
39.9157,-79.1574,Somerset,0
41.1935,-75.9314,Luzerne,0
39.9836,-77.0421,Adams,0
39.9407,-76.7287,York,0
40.2577,-75.7251,Berks,0
40.2495,-78.8442,Cambria,0
40.0822,-75.0898,Montgomery,0
40.3444,-76.7949,Dauphin,0
40.1803,-77.8662,Huntingdon,0
41.453,-75.8605,Wyoming,0
41.7059,-78.5825,McKean,0
40.7951,-76.4718,Northumberland,0
40.8233,-80.3633,Beaver,0
40.4606,-75.9984,Berks,0
41.8606,-77.3047,Tioga,0
41.0401,-75.3057,Monroe,0
41.3781,-78.8342,Elk,0
41.2556,-76.9771,Lycoming,0
40.9797,-76.3705,Columbia,0
41.0292,-75.6092,Carbon,0
40.5582,-78.0995,Huntingdon,0
40.5523,-75.6039,Lehigh,0
40.0771,-74.9516,Bucks,0
40.2113,-76.118,Lancaster,0
40.8951,-78.2148,Centre,0
41.7159,-80.1363,Crawford,0
40.1609,-78.375,Bedford,0
40.3808,-76.2306,Berks,0
40.1806,-78.6136,Bedford,0
41.0216,-79.7168,Butler,0
40.3867,-75.9398,Berks,0
41.1081,-79.4964,Clarion,0
40.6686,-79.0133,Indiana,0
41.2758,-75.8518,Luzerne,0
41.1535,-76.15,Luzerne,0
40.7547,-75.2627,Northampton,0
40.7034,-78.1297,Huntingdon,0
40.1224,-75.3399,Montgomery,0
40.2997,-76.8068,Dauphin,0
41.8149,-78.2768,McKean,0
40.8249,-77.885,Centre,0
41.7762,-77.7139,Potter,0
40.4396,-79.9763,Allegheny,0
41.3417,-75.5316,Lackawanna,0
41.0212,-75.8963,Luzerne,0
40.179,-79.8625,Washington,0
40.2938,-79.3873,Westmoreland,0
40.5849,-79.5648,Armstrong,0
40.5922,-80.2264,Beaver,0
40.8123,-79.5313,Armstrong,0
40.9699,-76.0131,Luzerne,0
40.3711,-77.6047,Juniata,0
41.7768,-78.1552,Potter,0
41.1877,-75.7552,Luzerne,0
40.5451,-79.5503,Westmoreland,0
41.7284,-78.9434,McKean,0
40.9566,-76.9002,Union,0
40.7623,-76.3869,Schuylkill,0
40.9735,-78.5189,Clearfield,0
41.7902,-79.8381,Crawford,0
40.5037,-79.8556,Allegheny,0
41.3958,-75.7147,Lackawanna,0
41.2698,-76.0749,Luzerne,0
39.9399,-80.0095,Greene,0
40.7391,-80.3263,Beaver,0
40.0038,-78.3736,Bedford,0
41.239,-76.7254,Lycoming,0
40.1534,-76.5991,Lancaster,0
39.7907,-77.7267,Franklin,0
40.754,-79.5812,Armstrong,0
41.1099,-76.8707,Northumberland,0
40.6373,-80.4565,Beaver,0
41.2194,-75.8445,Luzerne,0
40.7365,-79.4548,Armstrong,0
40.993,-75.9606,Luzerne,0
40.5546,-80.1922,Allegheny,0
40.7858,-76.5173,Northumberland,0
41.1084,-79.8989,Butler,0
40.6562,-79.5328,Armstrong,0
40.2509,-80.1978,Washington,0
40.6663,-77.6831,Mifflin,0
41.9945,-80.4251,Erie,0
39.9695,-75.3529,Delaware,0
40.3267,-78.9081,Cambria,0
40.3201,-78.9034,Cambria,0
40.1843,-75.2563,Montgomery,0
41.0185,-76.8765,Union,0
41.3936,-79.8425,Venango,0
40.1615,-79.0275,Somerset,0
40.3898,-75.9134,Berks,0
41.1806,-79.7073,Venango,0
40.2026,-75.8363,Berks,0
40.5348,-80.0328,Allegheny,0
41.1594,-79.8012,Butler,0
40.7476,-78.532,Clearfield,0
40.5818,-79.7141,Westmoreland,0
40.129,-75.813,Chester,0
41.9959,-77.1304,Tioga,0
40.2917,-79.8109,Allegheny,0
40.3514,-76.2117,Lebanon,0
41.1353,-75.9045,Luzerne,0
40.2777,-76.9196,Cumberland,0
40.2815,-80.0874,Washington,0
40.0407,-75.2791,Montgomery,0
40.2262,-75.0006,Bucks,0
40.4421,-76.5971,Lebanon,0
41.1355,-74.9923,Pike,0
41.1365,-77.4521,Clinton,0
40.5312,-79.8484,Allegheny,0
40.7449,-77.2167,Snyder,0
41.1857,-77.3167,Clinton,0
41.5274,-75.5456,Lackawanna,0
40.785,-76.217,Schuylkill,0
41.8006,-80.3715,Crawford,0
40.3177,-79.8309,Allegheny,0
40.5617,-75.5489,Lehigh,0
40.5021,-79.1746,Indiana,0
40.1006,-76.3511,Lancaster,0
41.5009,-75.6952,Lackawanna,0
40.3459,-79.6693,Westmoreland,0
40.3219,-75.609,Montgomery,0
40.0082,-79.9043,Fayette,0
41.1406,-76.1368,Luzerne,0
41.0079,-80.0573,Butler,0
41.024,-76.3504,Columbia,0
41.1045,-77.4888,Clinton,0
41.0117,-75.6068,Carbon,0
40.8102,-80.424,Beaver,0
40.36,-75.3084,Bucks,0
39.9809,-76.2705,Lancaster,0
41.1459,-79.6802,Clarion,0
40.7164,-77.5871,Mifflin,0
39.8676,-75.6705,Chester,0
41.951,-80.3304,Erie,0
41.1368,-79.7985,Butler,0
41.4398,-75.3478,Wayne,0
41.5945,-75.4813,Lackawanna,0
39.9325,-75.2527,Delaware,0
41.1876,-75.9505,Luzerne,0
41.0055,-76.4164,Columbia,0
41.3244,-77.743,Clinton,0
40.7702,-77.0807,Snyder,0
41.9506,-75.6095,Susquehanna,0
41.5249,-76.3988,Sullivan,0
39.9702,-75.8555,Chester,0
40.8995,-76.809,Northumberland,0
41.942,-77.6494,Potter,0
39.921,-75.2611,Delaware,0
40.997,-79.7263,Butler,0
40.3952,-79.1521,Westmoreland,0
40.0085,-76.731,York,0
40.4467,-75.8405,Berks,0
40.2905,-76.8382,Dauphin,0
39.8857,-79.2111,Somerset,0
39.7329,-77.7247,Franklin,0
40.9756,-80.4878,Lawrence,0
40.8218,-78.7019,Clearfield,0
42.018,-80.3466,Erie,0
39.9818,-75.8913,Chester,0
40.8331,-75.8848,Carbon,0
39.7525,-77.5822,Franklin,0
41.0932,-76.5188,Columbia,0
40.9531,-76.4604,Columbia,0
40.1676,-77.7539,Franklin,0
40.1729,-74.9927,Bucks,0
41.8904,-80.3641,Erie,0
41.3501,-77.7022,Clinton,0
40.8035,-76.4641,Northumberland,0
40.0227,-75.3156,Montgomery,0
40.3471,-75.2718,Bucks,0
40.4333,-80.0711,Allegheny,0
41.5774,-75.2524,Wayne,0
40.1748,-75.6621,Chester,0
40.5247,-79.8898,Allegheny,0
40.5729,-75.8891,Berks,0
40.112,-79.3808,Westmoreland,0
41.535,-75.2021,Wayne,0
40.4311,-78.393,Blair,0
41.1319,-76.5305,Columbia,0
39.9111,-80.432,Greene,0
40.2064,-79.9532,Washington,0
41.8137,-75.448,Wayne,0
42.1369,-80.0123,Erie,0
41.0127,-77.6575,Centre,0
40.2261,-76.9018,Cumberland,0
40.5962,-75.4756,Lehigh,0
40.5487,-77.6751,Mifflin,0
41.2823,-76.1447,Luzerne,0
39.976,-76.5846,York,0
40.3236,-79.3403,Westmoreland,0
40.2395,-79.4509,Westmoreland,0
40.2237,-79.5512,Westmoreland,0
40.3683,-76.9296,Dauphin,0
40.6585,-75.4952,Lehigh,0
39.8133,-79.0277,Somerset,0
40.9168,-77.6908,Centre,0
40.5938,-79.5564,Armstrong,0
40.4251,-79.8544,Allegheny,0
40.2683,-79.6578,Westmoreland,0
40.2417,-76.0608,Lancaster,0
40.7245,-79.9242,Butler,0
40.8701,-79.1712,Indiana,0
40.2311,-77.0728,Cumberland,0
41.7572,-80.3685,Crawford,0
39.8438,-75.7113,Chester,0
40.3178,-80.197,Washington,0
40.3333,-78.9373,Cambria,0
40.2016,-76.3674,Lancaster,0
40.6849,-80.2533,Beaver,0
40.3655,-76.1858,Berks,0
41.3237,-75.7421,Luzerne,0
40.5712,-77.3951,Juniata,0
41.8419,-79.2133,Warren,0
40.2186,-76.2399,Lancaster,0
40.4325,-79.2599,Indiana,0
40.9616,-80.1483,Butler,0
41.4781,-76.3783,Sullivan,0
40.4643,-76.933,Dauphin,0
40.4795,-78.9114,Cambria,0
40.2324,-76.8253,Dauphin,0
40.5182,-80.0333,Allegheny,0
40.813,-76.3921,Columbia,0
39.9832,-76.1847,Lancaster,0
39.9951,-75.5444,Chester,0
41.2339,-80.4997,Mercer,0
40.0402,-76.4341,Lancaster,0
41.5102,-78.2363,Cameron,0
40.2606,-76.9097,Cumberland,0
40.3362,-75.4709,Montgomery,0
40.0151,-76.1529,Lancaster,0
40.2015,-79.694,Westmoreland,0
40.762,-80.3225,Beaver,0
40.7892,-77.0445,Snyder,0
40.8789,-79.8474,Butler,0
41.4438,-80.2067,Mercer,0
39.8901,-79.968,Greene,0
40.7178,-76.1167,Schuylkill,0
40.789,-78.0191,Centre,0
40.9437,-78.9767,Jefferson,0
40.0338,-79.6633,Fayette,0
40.7301,-80.0256,Butler,0
41.5602,-75.7822,Wyoming,0
40.5584,-79.6759,Westmoreland,0
41.418,-76.492,Sullivan,0
39.7935,-76.7307,York,0
40.1828,-76.0553,Lancaster,0
40.2974,-77.8764,Huntingdon,0
39.8837,-77.3533,Adams,0
39.8011,-78.9216,Somerset,0
40.5873,-79.7784,Allegheny,0
40.0617,-76.7053,York,0
40.7456,-76.7891,Northumberland,0
40.3845,-77.8824,Huntingdon,0
41.1279,-77.0205,Lycoming,0
40.2669,-80.0095,Washington,0
40.2189,-79.4892,Westmoreland,0
39.8443,-75.6308,Chester,0
40.2898,-80.0098,Allegheny,0
39.9465,-75.8391,Chester,0
40.6472,-78.1957,Huntingdon,0
40.482,-79.5903,Westmoreland,0
41.0888,-78.0579,Centre,0
41.436,-79.9592,Venango,0
40.6926,-77.5949,Mifflin,0
40.5811,-75.3378,Northampton,0
40.2432,-77.1785,Cumberland,0
41.2201,-74.8713,Pike,0
41.9892,-77.8658,Potter,0
39.8996,-76.641,York,0
39.9534,-76.761,York,0
39.7452,-77.0891,Adams,0
40.0032,-75.648,Chester,0
41.9562,-78.3818,McKean,0
40.2493,-75.1341,Bucks,0
41.2751,-79.1131,Jefferson,0
41.0415,-75.9323,Luzerne,0
41.0307,-76.2995,Columbia,0
41.4683,-75.6358,Lackawanna,0
40.0035,-78.5912,Bedford,0
40.3501,-79.6931,Westmoreland,0
40.1995,-75.5838,Chester,0
40.3933,-78.4357,Blair,0
39.7766,-76.1804,Lancaster,0
41.5158,-75.0548,Pike,0
40.2173,-80.23,Washington,0
39.8232,-75.8697,Chester,0
41.0144,-76.385,Columbia,0
40.4373,-77.9308,Huntingdon,0
40.6561,-78.7784,Cambria,0
39.9301,-75.2958,Delaware,0
39.7535,-79.0842,Somerset,0
40.6534,-80.0795,Allegheny,0
40.8523,-79.927,Butler,0
40.6844,-75.2407,Northampton,0
39.9787,-79.6147,Fayette,0
41.9434,-75.5996,Susquehanna,0
40.2056,-78.1781,Huntingdon,0
40.4929,-79.9037,Allegheny,0
41.0463,-76.2861,Columbia,0
40.5267,-80.0503,Allegheny,0
40.3279,-75.8413,Berks,0
40.4282,-80.1011,Allegheny,0
40.392,-80.309,Washington,0
40.9484,-78.2278,Clearfield,0
41.8833,-79.1672,Warren,0
40.7232,-75.5366,Lehigh,0
40.292,-79.5477,Westmoreland,0
40.2874,-76.9347,Cumberland,0
41.1572,-77.3617,Clinton,0
39.901,-75.3274,Delaware,0
40.7253,-78.8085,Indiana,0
41.6307,-79.9761,Crawford,0
41.2128,-75.8994,Luzerne,0
40.9426,-77.444,Centre,0
40.1315,-79.8442,Westmoreland,0
40.2961,-78.8959,Cambria,0
40.6303,-79.6022,Armstrong,0
39.9423,-79.1916,Somerset,0
39.9284,-75.2738,Delaware,0
40.1768,-75.5466,Chester,0
40.2637,-79.4634,Westmoreland,0
39.7745,-76.1121,Lancaster,0
41.2021,-76.7854,Lycoming,0
40.7509,-79.815,Butler,0
40.1039,-75.2069,Montgomery,0
41.5891,-75.3275,Wayne,0
40.5903,-80.0999,Allegheny,0
41.12,-77.4287,Clinton,0
40.3376,-76.7256,Dauphin,0
40.3244,-79.8589,Allegheny,0
40.6316,-79.5891,Westmoreland,0
40.6178,-79.5839,Armstrong,0
40.9998,-75.9055,Luzerne,0
39.9902,-80.0022,Washington,0
40.8334,-80.4009,Beaver,0
40.9009,-75.9924,Schuylkill,0
40.2789,-80.2732,Washington,0
40.0388,-76.2038,Lancaster,0
40.2506,-75.682,Montgomery,0
39.9298,-79.8394,Fayette,0
40.1247,-78.8189,Somerset,0
39.8607,-77.7016,Franklin,0
39.8248,-75.7819,Chester,0
40.377,-77.8655,Mifflin,0
41.2012,-77.2666,Lycoming,0
40.5403,-79.1597,Indiana,0
39.944,-75.2608,Delaware,0
41.3625,-76.0384,Luzerne,0
41.0889,-76.5804,Columbia,0
40.2265,-80.3603,Washington,0
40.1421,-74.9075,Bucks,0
41.0015,-78.9631,Jefferson,0
39.9224,-75.2882,Delaware,0
40.0863,-79.128,Somerset,0
41.2783,-77.2275,Lycoming,0
40.8812,-79.2411,Armstrong,0
40.5534,-76.386,Schuylkill,0
40.345,-75.6314,Berks,0
41.5935,-79.5808,Venango,0
41.0075,-78.4689,Clearfield,0
40.137,-77.5546,Cumberland,0
40.7833,-75.2755,Northampton,0
39.7309,-79.1317,Somerset,0
40.5851,-75.5435,Lehigh,0
40.1833,-75.8897,Berks,0
40.0089,-79.8177,Fayette,0
40.6907,-75.2671,Northampton,0
40.1801,-75.7308,Chester,0
41.6656,-80.3143,Crawford,0
40.8998,-76.8578,Union,0
41.7154,-75.4819,Susquehanna,0
41.9706,-78.5714,McKean,0
39.7528,-76.5925,York,0
40.4111,-79.8812,Allegheny,0
40.8167,-76.2004,Schuylkill,0
40.4981,-77.7415,Mifflin,0
40.7465,-78.6822,Clearfield,0
41.0346,-75.2417,Monroe,0
40.1256,-79.867,Fayette,0
40.2994,-79.8554,Allegheny,0
41.9604,-77.4379,Tioga,0
41.6018,-75.1499,Wayne,0
39.9908,-76.242,Lancaster,0
40.7501,-79.2601,Armstrong,0
40.4975,-79.9475,Allegheny,0
41.752,-77.5575,Tioga,0
40.0019,-80.0092,Washington,0
40.5268,-80.1561,Allegheny,0
41.0544,-79.7273,Butler,0
40.6647,-78.7094,Cambria,0
39.9593,-75.9177,Chester,0
40.5706,-79.5748,Westmoreland,0
40.5948,-76.0975,Schuylkill,0
39.869,-79.4947,Fayette,0
40.5965,-75.1987,Bucks,0
41.1522,-77.1745,Lycoming,0
39.9194,-75.4417,Delaware,0
40.6867,-80.064,Butler,0
40.0273,-80.0334,Washington,0
40.8712,-75.7433,Carbon,0
41.7459,-77.3031,Tioga,0
40.975,-75.1392,Monroe,0
39.857,-76.5611,York,0
39.9303,-77.2463,Adams,0
40.3392,-80.1787,Allegheny,0
41.9662,-78.1908,Potter,0
40.4848,-75.7423,Berks,0
41.8645,-76.6255,Bradford,0
40.8186,-76.3782,Columbia,0
40.8155,-76.3395,Columbia,0
40.8679,-75.208,Northampton,0
41.897,-79.8437,Erie,0
41.3336,-80.1121,Mercer,0
40.0512,-76.9408,York,0
40.417,-79.6232,Westmoreland,0
40.3453,-79.7264,Westmoreland,0
41.824,-79.6829,Crawford,0
40.5631,-79.4506,Armstrong,0
41.2025,-79.3268,Clarion,0
41.1938,-76.0188,Luzerne,0
40.1199,-80.4131,Washington,0
40.3206,-80.187,Washington,0
41.454,-75.3827,Wayne,0
41.0216,-78.439,Clearfield,0
40.163,-76.3963,Lancaster,0
39.9638,-75.2527,Delaware,0
40.1105,-76.5065,Lancaster,0
40.8126,-76.1382,Schuylkill,0
40.8991,-78.9356,Indiana,0
