Year,ID,Name,InnerIndex,HC01_VC04,HC01_VC03,HC01_VC37,HC01_VC85,HC01_VC86,HC01_VC85,HC01_VC80
2015,218,"Mercer, Pennsylvania",186.71550165529175,30174,45546,15567,80186,2725,80186,6310
2015,219,"Lycoming, Pennsylvania",1157.1999096907512,29537,45906,16087,80594,2200,80594,5513
2015,220,"Jefferson, Pennsylvania",189.11073544848395,12293,18479,5516,31603,1170,31603,2137
2015,221,"Blair, Pennsylvania",970.2063554015986,32758,51034,16252,88860,2085,88860,5473
2015,222,"Greene, Pennsylvania",171.9271307539986,9616,14394,5998,26804,1009,26804,1617
2015,223,"Lawrence, Pennsylvania",190.88100861799592,24228,36435,11339,63496,1931,63496,4397
2015,224,"Tioga, Pennsylvania",159.546343715145,11200,16611,5188,29332,837,29332,2054
2015,225,"Franklin, Pennsylvania",749.0239640367103,40598,58570,16976,104988,4649,104988,7793
2015,226,"Fayette, Pennsylvania",344.33575726812745,34500,53997,19567,97832,4036,97832,6677
2015,227,"Columbia, Pennsylvania",305.3192154470117,16765,26178,9667,43764,1399,43764,2853
2015,228,"Somerset, Pennsylvania",259.2868128196969,20543,29619,10602,56685,2780,56685,3521
2015,229,"Erie, Pennsylvania",725.8391431628041,69932,109934,41468,187105,4819,187105,14523
2015,230,"Dauphin, Pennsylvania",4825.24432272678,69264,109623,38237,186900,6585,186900,14124
2015,231,"Elk, Pennsylvania",64.24664550255342,8556,13244,3960,22983,476,22983,1570
2015,232,"Sullivan, Pennsylvania",10.362573465703814,1659,2669,978,4921,154,4921,332
2015,233,"Northumberland, Pennsylvania",332.31275665326984,24849,39375,13520,68199,2964,68199,4303
2015,234,"Wyoming, Pennsylvania",69.64008406960325,7357,10894,3639,19711,405,19711,1425
2015,235,"Cameron, Pennsylvania",7.604556233094415,1320,2170,598,3678,90,3678,199
2015,236,"Crawford, Pennsylvania",1000.594216245183,23333,34575,10484,59974,2734,59974,4096
2015,237,"Union, Pennsylvania",111.80888371228608,10118,14916,8478,30478,1708,30478,1826
2015,238,"Montour, Pennsylvania",163.7820516284023,4657,7380,2349,13349,456,13349,819
2015,239,"Juniata, Pennsylvania",21.198228837982903,6414,9393,2643,17317,1156,17317,1131
2015,240,"Fulton, Pennsylvania",154.50635000162526,4161,5960,1695,10413,448,10413,799
2015,241,"Potter, Pennsylvania",69.63411237353135,4353,6669,2033,12332,437,12332,923
2015,242,"Pike, Pennsylvania",83.07504707330841,15207,21079,7155,40482,1110,40482,3626
2015,243,"Philadelphia, Pennsylvania",10036.232824390177,309568,581050,317821,1024009,61975,1024009,75981
2015,244,"Erie, Ohio",1834.3906655888406,20161,31767,9167,53947,1196,53947,4010
2015,245,"Putnam, Ohio",20.876160636479188,9523,13049,3355,22610,728,22610,2119
2015,246,"Henry, Ohio",24.714166613994266,7698,10958,3039,19041,453,19041,1681
2015,247,"Lorain, Ohio",1270.6524289758947,79771,117298,40737,206754,5592,206754,17775
2015,248,"Wood, Ohio",450.1262197042537,30997,50091,19708,79133,1145,79133,6461
2015,249,"Lucas, Ohio",1142.0837037106774,106520,177619,67127,289567,8562,289567,23137
2015,250,"Scioto, Ohio",328.8933085642661,18677,29700,10324,53267,3162,53267,4164
2015,251,"Muskingum, Ohio",715.4595954882476,22897,34261,10661,57949,1651,57949,4706
2015,252,"Cuyahoga, Ohio",16933.977564340017,305683,534719,198504,872905,27430,872905,69525
2015,253,"Hamilton, Ohio",17992.600437977544,194047,331638,124343,536866,15365,536866,42454
2015,254,"Logan, Ohio",267.6821186156462,12733,18640,4622,30956,886,30956,2566
2015,255,"Williams, Ohio",64.85525420286359,9818,15150,4351,25874,731,25874,1992
2015,256,"Clermont, Ohio",551.6116967970213,53236,74812,22806,134899,4138,134899,11317
2015,257,"Van Wert, Ohio",357.4091347103068,7851,11355,2888,19530,323,19530,1657
2015,258,"Knox, Ohio",58.2158289568299,15269,22759,7303,39473,1647,39473,3028
2015,259,"Seneca, Ohio",241.72866459731037,14426,21538,7533,37082,801,37082,3135
2015,260,"Hancock, Ohio",1949.9901910965002,20133,31083,8838,50913,829,50913,3659
2015,261,"Perry, Ohio",195.48595452867053,10065,13780,3942,24118,992,24118,2309
2015,262,"Belmont, Ohio",1220.5244612654076,18038,27935,9531,50842,1206,50842,3719
2015,263,"Jackson, Ohio",771.6471213234117,8592,12981,3888,22211,1170,22211,1910
2015,264,"Meigs, Ohio",88.78170078247443,6420,9322,2255,16521,695,16521,1253
2015,265,"Fayette, Ohio",243.184471717396,7669,11589,3110,19663,690,19663,1651
2015,266,"Union, Ohio",90.6180633122735,13816,18431,4985,35402,519,35402,3341
2015,267,"Huron, Ohio",918.3877938771786,15754,22527,6825,39359,1855,39359,3424
2015,268,"Richland, Ohio",249.99996299119664,30471,48103,16868,85144,2872,85144,6714
2015,269,"Montgomery, Ohio",16682.898596799023,133872,222687,73515,362413,10617,362413,28388
2015,270,"Butler, Ohio",1283.4407379852294,93384,134720,48018,237038,7203,237038,20703
2015,271,"Stark, Ohio",1443.3992869562055,98810,150385,47375,258395,7425,258395,20325
2015,272,"Wayne, Ohio",527.5730022702631,30420,42910,13182,75138,5283,75138,5408
2015,273,"Ashland, Ohio",1682.5693300787661,13980,20427,6562,35149,1389,35149,2694
2015,274,"Tuscarawas, Ohio",490.1593236396118,25250,36713,9739,64070,3143,64070,5160
2015,275,"Defiance, Ohio",641.6849625287157,10561,15279,4578,25869,645,25869,2104
2015,276,"Ashtabula, Ohio",2681.63185279205,25206,38890,12874,69039,3021,69039,5726
2015,277,"Brown, Ohio",430.0430224762244,12053,16672,4585,30342,1211,30342,2258
2015,278,"Franklin, Ohio",5296.5807918842675,279594,480946,194840,797167,25559,797167,60134
2015,279,"Morrow, Ohio",623.2556207955341,9392,12700,3557,23714,974,23714,2304
2015,280,"Pickaway, Ohio",1118.042798883545,14161,19460,8253,38535,1136,38535,3550
2015,281,"Summit, Ohio",1312.318189875192,138178,220902,76209,373837,9106,373837,29354
2015,282,"Coshocton, Ohio",154.09144825414458,9961,14335,4152,25224,1330,25224,1832
2015,283,"Madison, Ohio",288.27677238196037,10519,14906,7269,30521,918,30521,2727
2015,284,"Sandusky, Ohio",285.19518333561615,15850,23626,7298,41263,1429,41263,3362
2015,285,"Mahoning, Ohio",3601.300123063951,60900,97790,33529,165403,4601,165403,12398
2015,286,"Warren, Ohio",800.540411865004,58919,78359,24152,146044,2693,146044,13834
2015,287,"Noble, Ohio",14.909363321703196,3362,4886,2476,11303,408,11303,580
2015,288,"Paulding, Ohio",193.8410219989495,5303,7699,1931,13152,362,13152,993
2015,289,"Athens, Ohio",836.8838091443455,12464,22486,14799,35371,740,35371,2217
2015,290,"Harrison, Ohio",24.68860680473094,4422,6271,1524,11219,409,11219,741
2015,291,"Licking, Ohio",1301.6875403724443,45206,64230,19175,113169,2371,113169,9823
2015,292,"Lawrence, Ohio",348.2016735648083,15963,23548,7019,42829,1569,42829,3221
2015,293,"Fairfield, Ohio",544.5466485651569,39967,55032,16649,99454,2149,99454,9569
2015,294,"Lake, Ohio",7359.05493791719,61685,94815,28992,162923,3919,162923,12273
2015,295,"Washington, Ohio",154.48071920423186,16380,25064,7182,43327,1142,43327,2996
2015,296,"Gallia, Ohio",576.8968026070798,8202,11590,3204,20732,1437,20732,1485
2015,297,"Medina, Ohio",502.57555852447905,47945,66002,18547,120032,2230,120032,10606
2015,298,"Clinton, Ohio",686.7243547987666,11097,16073,4643,27701,815,27701,2373
2015,299,"Columbiana, Ohio",682.850379868973,28616,42087,12755,75559,2095,75559,5359
2015,300,"Allen, Ohio",1471.1699390979602,26203,39986,15366,69372,1509,69372,5685
2015,301,"Fulton, Ohio",125.26151577333594,11943,16229,4078,28520,777,28520,2793
2015,302,"Trumbull, Ohio",3603.889814915049,55428,86828,26041,145804,4637,145804,10652
2015,303,"Champaign, Ohio",308.9992634659604,10826,15237,4430,26699,849,26699,2146
2015,304,"Ross, Ohio",489.4672529387716,19608,28269,11056,54140,2247,54140,4332
2015,305,"Greene, Ohio",573.7593497998562,42229,64182,22732,108078,2648,108078,7837
2015,306,"Holmes, Ohio",259.5549583583186,10177,12685,4651,24612,8559,24612,1405
2015,307,"Shelby, Ohio",420.4186149592712,13382,18537,5187,32267,840,32267,3176
2015,308,"Guernsey, Ohio",367.1857407317808,10305,15558,4126,27307,958,27307,2133
2015,309,"Mercer, Ohio",61.60503031001269,11099,15919,4472,27110,540,27110,2465
2015,310,"Portage, Ohio",4427.034832963612,40002,61055,24751,103292,1918,103292,8608
2015,311,"Ottawa, Ohio",318.9524786386867,12034,17334,4249,30287,575,30287,1961
2015,312,"Preble, Ohio",75.37279135808609,11412,16124,4356,28685,995,28685,2446
2015,313,"Adams, Ohio",327.83013117999917,7441,10858,3045,19116,1451,19116,1642
2015,314,"Pike, Ohio",124.70838622142111,7254,10940,3143,19168,1179,19168,1481
2015,315,"Darke, Ohio",74.54157176738968,14154,20865,5496,35565,876,35565,2960
2015,316,"Crawford, Ohio",692.9030027839802,11722,17798,4392,29818,845,29818,2274
2015,317,"Monroe, Ohio",88.87584920620768,4204,6056,1404,10462,465,10462,610
2015,318,"Wyandot, Ohio",99.68760533984856,6236,9327,2372,15448,491,15448,1218
2015,319,"Jefferson, Ohio",108.69319770750538,18208,27958,8848,47972,1508,47972,3188
2015,320,"Delaware, Ohio",499.72706771683045,50267,65648,17400,120295,950,120295,11359
2015,321,"Geauga, Ohio",556.0833058989718,26125,34774,9755,63602,3356,63602,5666
2015,322,"Carroll, Ohio",29.71419177462054,7816,10972,2851,20172,791,20172,1526
2015,323,"Clark, Ohio",453.06978555717313,35980,54809,16833,93110,3226,93110,7254
2015,324,"Vinton, Ohio",130.34005292855704,3462,4992,1527,9010,483,9010,806
2015,325,"Miami, Ohio",337.8060790276823,27826,41135,11177,71468,1538,71468,5665
2015,326,"Hardin, Ohio",149.92705323320328,7686,11540,4095,19322,585,19322,1753
2015,327,"Highland, Ohio",932.0776379624451,11239,16696,4505,29251,1237,29251,2268
2015,328,"Marion, Ohio",998.8788600314651,16761,24478,9964,46161,1336,46161,3742
2015,329,"Hocking, Ohio",92.72554223520916,7841,11387,2982,20019,589,20019,1621
2015,330,"Auglaize, Ohio",88.74131890152518,12463,18193,4644,30970,711,30970,2560
2015,331,"Morgan, Ohio",21.468708802414238,4378,6120,1481,10448,435,10448,742
2015,332,"Rowan, Kentucky",599.8032082042427,5171,8542,3631,13617,1200,13617,960
2015,333,"Jefferson, Kentucky",6007.85718599698,185758,306915,108430,515934,18357,515934,38623
2015,334,"Perry, Kentucky",543.4199654340289,7809,11080,2761,19537,2533,19537,1438
2015,335,"Breckinridge, Kentucky",21.05664110608308,5212,7297,2161,13832,1390,13832,1142
2015,336,"Calloway, Kentucky",68.00747888983582,8561,14834,5538,23019,1411,23019,1422
2015,337,"Ohio, Kentucky",133.57464741357907,6466,8813,2278,16270,1570,16270,1182
2015,338,"Floyd, Kentucky",248.30089600687373,10642,15418,4702,26910,3259,26910,2196
2015,339,"Bath, Kentucky",177.69048215071084,2950,4297,1260,8037,819,8037,632
2015,340,"Oldham, Kentucky",222.28488181637505,16005,19706,7864,41887,1035,41887,4698
2015,341,"Union, Kentucky",21.525575550929766,3722,5562,2564,9581,520,9581,1021
2015,342,"Scott, Kentucky",190.71669051669818,13574,18421,5462,32276,1348,32276,2608
2015,343,"Whitley, Kentucky",501.6186332743024,9572,13110,4299,22954,2759,22954,1985
2015,344,"Hopkins, Kentucky",145.63936623482283,12659,18622,4887,32279,1929,32279,2407
2015,345,"Kenton, Kentucky",485.34106648210616,40301,62225,22220,109078,3659,109078,9061
2015,346,"Pulaski, Kentucky",380.3027742011209,17282,25593,6384,44353,4466,44353,3611
2015,347,"Pendleton, Kentucky",242.09170610067758,3760,5356,1468,9872,526,9872,802
2015,348,"Muhlenberg, Kentucky",276.5110927080565,8335,11539,3619,21777,2135,21777,1666
2015,349,"Monroe, Kentucky",21.1557528470085,2958,4443,1036,7487,1223,7487,586
2015,350,"Boone, Kentucky",721.3182708847622,33557,44709,12963,80765,2189,80765,7000
2015,351,"Pike, Kentucky",557.6318069491249,17898,26124,6209,44383,5143,44383,3113
2015,352,"Meade, Kentucky",53.73663856356886,8007,10574,3139,19206,895,19206,1764
2015,353,"Breathitt, Kentucky",60.50892375687111,3688,5494,1729,9452,1330,9452,783
2015,354,"Clinton, Kentucky",25.34131844319738,2571,3858,1217,6967,1158,6967,532
2015,355,"Morgan, Kentucky",22.041958761989417,3545,4808,1897,9810,1395,9810,644
2015,356,"Hardin, Kentucky",303.3209744376965,27966,40376,12663,69451,3160,69451,5777
2015,357,"Harlan, Kentucky",553.8057150716326,7903,11406,2665,19523,2443,19523,1393
2015,358,"Graves, Kentucky",324.7690912983326,9881,14390,3924,25384,1698,25384,2149
2015,359,"Powell, Kentucky",244.66813201366347,3057,4767,1471,8390,1086,8390,564
2015,360,"Nelson, Kentucky",331.92027293333643,12610,16817,5148,29502,1155,29502,2694
2015,361,"Lawrence, Kentucky",89.70613265098322,4400,6033,1370,10897,1096,10897,686
2015,362,"Webster, Kentucky",92.37206909958789,3630,5129,1341,9150,730,9150,650
2015,363,"Leslie, Kentucky",52.36159841185912,2873,4150,1422,7724,1381,7724,458
2015,364,"Metcalfe, Kentucky",15.94013150392765,2691,3936,987,6954,1038,6954,416
2015,365,"Fleming, Kentucky",46.97106137611078,3982,5636,1272,9818,973,9818,688
2015,366,"Todd, Kentucky",84.75600459105455,3284,4567,1281,8120,1055,8120,616
2015,367,"Letcher, Kentucky",76.55331805577927,6694,9592,2450,16744,1989,16744,1068
2015,368,"Ballard, Kentucky",5.93341002947497,2180,3288,906,5804,230,5804,411
2015,369,"Harrison, Kentucky",331.71095408796157,4650,7120,2064,12810,1143,12810,1013
2015,370,"Taylor, Kentucky",53.315468403761955,6360,9715,3015,16378,1433,16378,1169
2015,371,"Clark, Kentucky",164.16834224551593,9634,14173,3661,24835,1562,24835,1821
2015,372,"Wolfe, Kentucky",97.03241003849719,1804,2918,778,5032,758,5032,319
2015,373,"Larue, Kentucky",102.42255747165058,3744,5328,1696,9816,632,9816,940
2015,374,"Warren, Kentucky",1180.8408856090402,29513,45387,17301,72191,4089,72191,5558
2015,375,"Garrard, Kentucky",37.375799448988744,5080,6594,1402,11950,1120,11950,811
2015,376,"Bell, Kentucky",772.0546521042545,7049,11088,3258,19492,3185,19492,1511
2015,377,"Knox, Kentucky",445.1584521870232,8138,12467,3663,21295,3404,21295,1599
2015,378,"Christian, Kentucky",452.2101588535045,18035,25521,10939,42158,2269,42158,3442
2015,379,"Carroll, Kentucky",73.47613332487532,2518,3988,1475,7087,645,7087,577
2015,380,"Bracken, Kentucky",17.050801812372832,2147,3303,913,5674,408,5674,453
2015,381,"Grant, Kentucky",174.05299091512885,6340,8325,2603,15714,1031,15714,1527
2015,382,"Jackson, Kentucky",74.2534219903589,4173,5546,974,9241,1262,9241,658
2015,383,"Casey, Kentucky",66.81991273673117,4420,6384,1526,11050,1728,11050,847
2015,384,"Henderson, Kentucky",406.16414253797876,12505,18742,4878,32024,1433,32024,2294
2015,385,"Campbell, Kentucky",1574.0886407915034,22485,35477,13292,61352,2087,61352,4358
2015,386,"Boyd, Kentucky",180.90415791787612,13170,19383,5512,34832,1203,34832,2629
2015,387,"Carlisle, Kentucky",17.92917243732994,1405,2059,456,3535,233,3535,252
2015,388,"Adair, Kentucky",153.82948087521967,4707,7048,2259,12634,1682,12634,978
2015,389,"Hart, Kentucky",110.49713315741232,5233,7294,1769,12444,1508,12444,1173
2015,390,"Marion, Kentucky",70.28254757463863,4906,7395,2560,13406,1165,13406,966
2015,391,"Trigg, Kentucky",49.385167136805045,4186,6014,1102,10205,582,10205,711
2015,392,"Marshall, Kentucky",94.78147218696657,8925,12602,2983,22617,1231,22617,1666
2015,393,"Lyon, Kentucky",105.71560577497607,1959,3230,1207,6629,222,6629,276
2015,394,"Washington, Kentucky",36.237120416352866,3170,4495,1471,7971,916,7971,722
2015,395,"Owen, Kentucky",20.90988673568351,2876,4123,1083,7338,338,7338,811
2015,396,"Carter, Kentucky",102.41550389851851,7267,10487,3112,18393,1752,18393,1456
2015,397,"Fayette, Kentucky",651.6311103481195,72466,125752,50003,199042,8711,199042,12969
2015,398,"Menifee, Kentucky",22.378155544372117,1729,2427,539,4504,569,4504,338
2015,399,"Bourbon, Kentucky",73.54450426118697,5281,7867,2416,13852,1045,13852,1115
2015,400,"Henry, Kentucky",69.79054086340001,4312,5992,1567,10549,740,10549,957
2015,401,"Madison, Kentucky",1069.376320273016,20290,32064,12782,52635,3288,52635,3837
2015,402,"Hickman, Kentucky",15.2199591106315,1270,1973,471,3399,282,3399,250
2015,403,"Daviess, Kentucky",574.3167013478202,26028,38536,10636,66181,2807,66181,5104
2015,404,"Johnson, Kentucky",477.73636670803296,6376,9035,2238,16189,1625,16189,1039
2015,405,"Magoffin, Kentucky",26.7589731580367,3481,4996,1481,8912,1407,8912,657
2015,406,"Estill, Kentucky",23.90367963425554,4004,5750,1485,10210,1302,10210,755
2015,407,"Boyle, Kentucky",68.00278718066436,7107,11045,3782,19713,1128,19713,1459
2015,408,"Logan, Kentucky",302.31211156446085,7217,10870,2570,18250,1782,18250,1396
2015,409,"Gallatin, Kentucky",95.01821141358792,2099,3097,820,5613,362,5613,533
2015,410,"Lewis, Kentucky",64.1227512952938,3876,5373,1417,9505,1270,9505,869
2015,411,"Jessamine, Kentucky",100.31510503900581,13913,18312,5337,32484,1659,32484,2743
2015,412,"Caldwell, Kentucky",52.58074131994916,3665,5293,1353,9003,493,9003,589
2015,413,"Nicholas, Kentucky",50.92088596110055,1930,2824,735,4886,415,4886,384
2015,414,"Rockcastle, Kentucky",236.8274113058878,4648,6621,1704,11820,1682,11820,868
2015,415,"Mercer, Kentucky",126.748938714624,6177,8824,2098,14954,1212,14954,1192
2015,416,"Woodford, Kentucky",36.571326042394084,6790,9802,2454,17431,801,17431,1396
2015,417,"McLean, Kentucky",18.424082887947,2709,3759,857,6575,452,6575,430
2015,418,"Barren, Kentucky",120.0169786281717,11755,16979,3965,29283,2513,29283,2250
2015,419,"Hancock, Kentucky",21.297824829540076,2476,3265,834,5795,274,5795,462
2015,420,"Crittenden, Kentucky",25.727197796327392,2506,3755,811,6476,730,6476,373
2015,421,"Franklin, Kentucky",414.7229615389861,12780,21033,6154,34510,1960,34510,2261
2015,422,"McCreary, Kentucky",45.27674722134592,4544,6277,2814,12275,1639,12275,878
2015,423,"Greenup, Kentucky",35.3176784995471,10271,14200,3435,25779,1543,25779,1674
2015,424,"Fulton, Kentucky",26.259308256522473,1595,2568,813,4498,450,4498,310
2015,425,"Laurel, Kentucky",232.57992968299635,16195,23164,6083,40652,4189,40652,3007
2015,426,"Lincoln, Kentucky",76.98139357307505,7154,9770,2306,16790,1884,16790,1195
2015,427,"Clay, Kentucky",280.6818410928201,5377,7707,2886,14919,3093,14919,982
2015,428,"Spencer, Kentucky",18.693888830286603,5175,6418,1653,12021,554,12021,1019
2015,429,"Livingston, Kentucky",55.44415103697494,2769,3826,827,6813,364,6813,494
2015,430,"Wayne, Kentucky",70.2656992250366,5200,7917,2540,14539,2193,14539,1062
2015,431,"Bullitt, Kentucky",182.0090688933048,21024,28267,8767,52336,2260,52336,4431
2015,432,"Montgomery, Kentucky",192.53967648661745,6852,10248,3297,18436,1533,18436,1479
2015,433,"McCracken, Kentucky",184.70799745843203,17027,27514,7142,46038,1759,46038,3445
2015,434,"Russell, Kentucky",32.937747368887074,4495,7050,1776,12374,1643,12374,719
2015,435,"Simpson, Kentucky",116.1033480543467,4576,6793,2002,12019,651,12019,1089
2015,436,"Shelby, Kentucky",179.34901864746678,11823,15888,4498,29906,1639,29906,2886
2015,437,"Butler, Kentucky",92.9911630874732,3568,5176,1345,8952,1198,8952,756
2015,438,"Mason, Kentucky",321.125273756341,4758,6736,2009,11688,773,11688,968
2015,439,"Grayson, Kentucky",155.8696520887268,6910,9840,2463,17540,1961,17540,1559
2015,440,"Elliott, Kentucky",15.021631689380522,1967,2750,1129,5655,985,5655,359
2015,441,"Anderson, Kentucky",44.46026772331254,6015,8446,1792,14725,633,14725,1287
2015,442,"Edmonson, Kentucky",59.670756280878976,3351,4659,1456,8526,773,8526,658
2015,443,"Allen, Kentucky",45.6594443375811,5507,7774,1998,13724,1363,13724,1140
2015,444,"Trimble, Kentucky",130.26822457846342,2432,3548,845,6021,205,6021,354
2015,445,"Knott, Kentucky",49.56518273146663,4122,5984,1891,10934,1716,10934,688
2015,446,"Robertson, Kentucky",23.26455798862678,617,930,189,1572,194,1572,67
2015,447,"Martin, Kentucky",232.62363272920757,3105,4320,1848,8765,1068,8765,536
2015,448,"Lee, Kentucky",53.71297682237045,1653,2859,1200,5136,778,5136,458
2015,449,"Owsley, Kentucky",37.25957979903064,1192,1773,340,3268,668,3268,316
2015,450,"Cumberland, Kentucky",15.094537582207499,1918,2743,709,4782,601,4782,346
2016,0,"Montgomery, Virginia",808.8384979189001,19406,35701,22255,53800,1768,53800,3324
2016,1,"Powhatan, Virginia",230.0273082794593,7770,9866,4068,20402,751,20402,1916
2016,2,"Rockbridge, Virginia",201.4015635029527,6166,9277,2285,16817,976,16817,890
2016,3,"Henrico, Virginia",747.534329506915,79939,125478,41969,220192,7560,220192,17699
2016,4,"Manassas Park (city), Virginia",123.32421119090917,3420,4730,2266,10243,843,10243,944
2016,5,"Dickenson, Virginia",83.09227928966162,4171,6055,1772,11043,1478,11043,677
2016,6,"Northumberland, Virginia",180.38992604987732,3943,5776,922,9634,278,9634,496
2016,7,"Fairfax, Virginia",3275.446877298929,280739,393358,150997,768784,36161,768784,64110
2016,8,"Halifax, Virginia",100.11296053230393,9349,14264,4531,25226,1800,25226,1820
2016,9,"Fluvanna, Virginia",98.40420252912615,7317,9829,2230,18500,578,18500,1398
2016,10,"Augusta, Virginia",154.68868625008753,20655,28425,9013,53700,2191,53700,3783
2016,11,"Stafford, Virginia",1252.5468949197116,35967,44311,18026,87903,1659,87903,9696
2016,12,"Loudoun, Virginia",779.4246493791453,91442,117073,37923,230834,8187,230834,22762
2016,13,"Wise, Virginia",1281.5741923940427,10265,15225,5895,27966,3031,27966,2030
2016,14,"Mathews, Virginia",100.74249158162056,2710,3837,782,6779,117,6779,492
2016,15,"Buchanan, Virginia",90.3151365250819,6287,9124,2990,17309,2769,17309,1161
2016,16,"Waynesboro (city), Virginia",94.88973537274445,5497,9044,2399,14662,533,14662,919
2016,17,"Albemarle, Virginia",501.8406286416987,25352,39431,14431,70026,2717,70026,4680
2016,18,"Grayson, Virginia",271.60846878259434,4223,6710,1613,11446,1004,11446,674
2016,19,"Nelson, Virginia",98.94558303574316,4084,6378,1719,10854,637,10854,707
2016,20,"Lexington (city), Virginia",7.9252141683336905,793,1856,3166,2533,205,2533,183
2016,21,"Russell, Virginia",210.83043851589682,7049,10937,3181,20317,2514,20317,1189
2016,22,"Southampton, Virginia",535.3727865402284,4940,6727,2518,13326,805,13326,1156
2016,23,"Westmoreland, Virginia",95.38799682918983,4427,7124,1767,12916,849,12916,567
2016,24,"Patrick, Virginia",71.20505673377643,5150,7805,1538,13632,950,13632,776
2016,25,"Franklin, Virginia",941.7748854727769,16471,22976,5833,40412,2252,40412,2276
2016,26,"Lee, Virginia",132.74772516871747,6251,9282,3488,18465,2070,18465,1148
2016,27,"Campbell, Virginia",80.42764282610662,15330,22294,5813,39041,2057,39041,2799
2016,28,"Scott, Virginia",376.9628774761011,6343,9104,2342,16512,1657,16512,986
2016,29,"Dinwiddie, Virginia",144.39562027372315,7317,10344,4144,19771,1284,19771,1325
2016,30,"Carroll, Virginia",430.661121064218,8596,12642,2755,21913,1454,21913,1224
2016,31,"Accomack, Virginia",54.99887340549933,8935,13819,3771,23850,1873,23850,1343
2016,32,"Northampton, Virginia",105.0156884932968,3137,5075,1555,8831,664,8831,422
2016,33,"Lunenburg, Virginia",161.04716187141486,3195,4670,1852,9102,734,9102,586
2016,34,"Lancaster, Virginia",93.98985863699448,3017,5097,995,8694,390,8694,409
2016,35,"Buckingham, Virginia",144.61840430830415,3886,5689,3318,12342,1249,12342,1001
2016,36,"Henry, Virginia",101.40616865499918,14630,22136,5347,37910,2712,37910,2588
2016,37,"Culpeper, Virginia",180.84970992848505,12575,16904,5566,32652,2173,32652,3009
2016,38,"Winchester (city), Virginia",116.08021727686945,6181,10596,4235,18087,1695,18087,1417
2016,39,"Orange, Virginia",333.4829854233302,9570,13245,3815,24552,867,24552,1773
2016,40,"Chesterfield, Virginia",2642.432005483137,85700,118908,40051,220124,7227,220124,20345
2016,41,"Fauquier, Virginia",882.7636335642162,17262,23890,7498,46507,1498,46507,4316
2016,42,"Rockingham, Virginia",468.17896288673376,21359,29883,8705,53298,4541,53298,4202
2016,43,"Amelia, Virginia",26.33550956674341,3457,4540,1511,8924,696,8924,653
2016,44,"Mecklenburg, Virginia",503.75704073288927,7674,12066,3942,22993,1958,22993,1578
2016,45,"Washington, Virginia",956.3329865022388,14871,22512,5771,39783,2761,39783,2559
2016,46,"Wythe, Virginia",684.7912265214683,7951,12039,2862,21223,1596,21223,1393
2016,47,"Louisa, Virginia",308.6656388030544,9459,13146,3818,24702,1547,24702,1709
2016,48,"Shenandoah, Virginia",705.7956878458357,11680,17222,4428,30844,1877,30844,1999
2016,49,"Smyth, Virginia",971.3223288193187,8671,12930,3207,22711,1790,22711,1595
2016,50,"Richmond, Virginia",358.8490187544954,2124,3084,1528,6679,505,6679,530
2016,51,"Greensville, Virginia",191.73805823212274,2555,3705,2818,8660,702,8660,653
2016,52,"Charles City, Virginia",2.968627424704885,1856,2854,968,5449,348,5449,281
2016,53,"Radford (city), Virginia",37.22565517573367,2449,5604,4914,7481,372,7481,514
2016,54,"Cumberland, Virginia",97.51021836363626,2737,4085,1284,6843,512,6843,433
2016,55,"Warren, Virginia",624.3689877460328,10239,14174,5050,26608,1114,26608,2111
2016,56,"Brunswick, Virginia",136.41091900426323,3987,6148,3202,11932,833,11932,965
2016,57,"Page, Virginia",530.480054264729,6584,9523,2854,17170,1430,17170,1201
2016,58,"Charlotte, Virginia",69.91160172524782,2988,4594,1809,8488,783,8488,585
2016,59,"Highland, Virginia",2.247142945043633,699,1121,159,1847,146,1847,46
2016,60,"Giles, Virginia",319.6826205875233,4898,7290,1838,12051,823,12051,661
2016,61,"New Kent, Virginia",132.2569282668939,5754,7537,2127,14373,255,14373,1017
2016,62,"Pulaski, Virginia",601.150991715036,9923,14553,3493,25510,1587,25510,1470
2016,63,"Caroline, Virginia",357.45740679542797,7911,10965,3922,20285,909,20285,1320
2016,64,"Virginia Beach (city), Virginia",220.44416452119845,115381,167509,61583,301104,5986,301104,22325
2016,65,"Bedford, Virginia",136.014991003606,21807,30821,7644,55090,2062,55090,4133
2016,66,"Pittsylvania, Virginia",343.13185015893896,18195,26327,7095,45313,2975,45313,3271
2016,67,"Prince William, Virginia",224.37951167281506,106561,138102,55399,280543,15079,280543,26524
2016,68,"Botetourt, Virginia",212.68840006182953,9712,13305,3168,24034,800,24034,2023
2016,69,"Isle of Wight, Virginia",136.59794574395997,10115,13902,3839,25624,1307,25624,1899
2016,70,"Goochland, Virginia",28.081630429194938,6310,8177,2336,16290,543,16290,1344
2016,71,"Frederick, Virginia",692.2287977389047,22227,29914,9239,56274,2351,56274,4674
2016,72,"Bland, Virginia",68.4642197629292,1811,2561,999,5082,218,5082,371
2016,73,"Hanover, Virginia",997.9962277964374,28398,37724,11222,69493,1512,69493,6224
2016,74,"Chesapeake (city), Virginia",115.42729296344956,61678,82573,30110,154583,3607,154583,13539
2016,75,"Essex, Virginia",87.3666644900508,2784,4447,1354,7903,472,7903,483
