经度,纬度,年份,数目,地名,药物
-77.2604,38.6823,2017,5,"Prince William, Virginia",Methadone
-84.6329,37.1745,2017,1,"Pulaski, Kentucky",Tramadol
-80.7255,36.9342,2017,8,"Pulaski, Virginia",Heroin
-80.7255,36.9342,2017,4,"Pulaski, Virginia",Methadone
-80.5583,37.1229,2017,2,"Radford (city), Virginia",Furanyl fentanyl
-81.4371,37.9443,2017,1,"Raleigh, West Virginia",ANPP
-81.4371,37.9443,2017,7,"Raleigh, West Virginia",Hydrocodone
-81.4371,37.9443,2017,1,"Raleigh, West Virginia",Tramadol
-82.4502,40.9345,2017,1,"Richland, Ohio",Acetyl fentanyl
-82.4502,40.9345,2017,46,"Richland, Ohio",Fentanyl
-85.6333,38.2907,2017,21,"Jefferson, Kentucky",Buprenorphine
-85.6333,38.2907,2017,4,"Jefferson, Kentucky",Carfentanil
-85.6333,38.2907,2017,4,"Jefferson, Kentucky",Morphine
-80.652,40.3653,2017,3,"Jefferson, Ohio",Buprenorphine
-80.652,40.3653,2017,3,"Jefferson, Ohio",Carfentanil
-78.8765,40.9702,2017,4,"Jefferson, Pennsylvania",4-Fluoroisobutyryl fentanyl
-78.8765,40.9702,2017,11,"Jefferson, Pennsylvania",Heroin
-84.6545,37.8787,2017,56,"Jessamine, Kentucky",Heroin
-82.8382,37.8806,2017,3,"Johnson, Kentucky",Heroin
-82.8382,37.8806,2017,1,"Johnson, Kentucky",Methadone
-77.114,40.6868,2017,1,"Juniata, Pennsylvania",Fluoroisobutyryl fentanyl
-81.3502,38.486,2017,9,"Kanawha, West Virginia",Furanyl fentanyl
-84.5675,39.0338,2017,349,"Kenton, Kentucky",Heroin
-78.6333,37.494,2017,1,"Buckingham, Virginia",Fentanyl
-78.6333,37.494,2017,4,"Buckingham, Virginia",Heroin
-83.7598,36.8353,2017,11,"Knox, Kentucky",Buprenorphine
-83.7598,36.8353,2017,3,"Knox, Kentucky",Morphine
-82.5049,40.5342,2017,28,"Knox, Ohio",Heroin
-75.666,41.4846,2017,310,"Lackawanna, Pennsylvania",Heroin
-76.3275,39.832,2017,13,"Lancaster, Pennsylvania",4-Fluoroisobutyryl fentanyl
-76.3275,39.832,2017,2,"Lancaster, Pennsylvania",Codeine
-76.3275,39.832,2017,2,"Lancaster, Pennsylvania",Fluoroisobutyryl fentanyl
-76.3275,39.832,2017,609,"Lancaster, Pennsylvania",Heroin
-76.3275,39.832,2017,1,"Lancaster, Pennsylvania",Propoxyphene
-76.538,37.7301,2017,3,"Lancaster, Virginia",Heroin
-82.6735,37.9459,2017,3,"Lawrence, Kentucky",Buprenorphine
-82.6735,37.9459,2017,2,"Lawrence, Kentucky",Fentanyl
-82.6735,37.9459,2017,1,"Lawrence, Kentucky",Morphine
-82.4488,38.4298,2017,4,"Lawrence, Ohio",Buprenorphine
-80.2625,40.8618,2017,32,"Lawrence, Pennsylvania",Fentanyl
-80.2625,40.8618,2017,1,"Lawrence, Pennsylvania",Furanyl fentanyl
-76.448,40.337,2017,1,"Lebanon, Pennsylvania",Acryl fentanyl
-76.448,40.337,2017,44,"Lebanon, Pennsylvania",Buprenorphine
-76.448,40.337,2017,2,"Lebanon, Pennsylvania",Butyryl fentanyl
-76.448,40.337,2017,15,"Lebanon, Pennsylvania",Morphine
-83.6085,37.6023,2017,3,"Lee, Kentucky",Fentanyl
-83.1152,36.6871,2017,22,"Lee, Virginia",Hydrocodone
-83.1152,36.6871,2017,16,"Lee, Virginia",Oxycodone
-83.3907,36.954,2017,5,"Leslie, Kentucky",Buprenorphine
-82.4129,39.9595,2017,1,"Licking, Ohio",Acetyl fentanyl
-82.4129,39.9595,2017,3,"Licking, Ohio",Furanyl fentanyl
-82.4129,39.9595,2017,1,"Licking, Ohio",Hydromorphone
-82.4129,39.9595,2017,1,"Licking, Ohio",Tetrahydrofuran fentanyl
-86.7419,36.95,2017,8,"Logan, Kentucky",Oxycodone
-86.7419,36.95,2017,1,"Logan, Kentucky",Oxymorphone
-83.5444,40.4007,2017,1,"Logan, Ohio",4-Fluoroisobutyryl fentanyl
-83.5444,40.4007,2017,17,"Logan, Ohio",Oxycodone
-83.5444,40.4007,2017,1,"Logan, Ohio",Phenyl fentanyl
-81.9923,37.805,2017,1,"Logan, West Virginia",Codeine
-81.9923,37.805,2017,5,"Logan, West Virginia",Hydrocodone
-81.9157,41.3128,2017,4,"Lorain, Ohio",Codeine
-81.9157,41.3128,2017,19,"Lorain, Ohio",Hydrocodone
-81.9157,41.3128,2017,16,"Lorain, Ohio",Tramadol
-77.4712,39.0302,2017,1,"Loudoun, Virginia",Acetyl fentanyl
-77.4712,39.0302,2017,9,"Loudoun, Virginia",Furanyl fentanyl
-77.9061,38.0068,2017,7,"Louisa, Virginia",Fentanyl
-83.582,41.6639,2017,1,"Lucas, Ohio",Acetyl fentanyl
-83.582,41.6639,2017,24,"Lucas, Ohio",Buprenorphine
-83.582,41.6639,2017,2,"Lucas, Ohio",Carfentanil
-83.582,41.6639,2017,1,"Lucas, Ohio",Morphine
-75.8214,41.3338,2017,17,"Luzerne, Pennsylvania",Furanyl fentanyl
-76.9455,41.3265,2017,9,"Lycoming, Pennsylvania",Oxycodone
-79.1911,37.4004,2017,2,"Lynchburg (city), Virginia",Heroin
-88.0769,37.0759,2017,1,"Lyon, Kentucky",Codeine
-88.0769,37.0759,2017,1,"Lyon, Kentucky",Heroin
-84.2928,37.724,2017,6,"Madison, Kentucky",Tramadol
-83.2993,39.9487,2017,1,"Madison, Ohio",Codeine
-83.2993,39.9487,2017,11,"Madison, Ohio",Hydrocodone
-78.3261,38.4879,2017,2,"Madison, Virginia",Fentanyl
-78.3261,38.4879,2017,1,"Madison, Virginia",Hydrocodone
-81.0231,40.9207,2017,22,"Mahoning, Ohio",Carfentanil
-81.0231,40.9207,2017,8,"Mahoning, Ohio",U-47700
-85.2625,37.5156,2017,8,"Marion, Kentucky",Fentanyl
-83.2077,40.5321,2017,1,"Marion, Ohio",Codeine
-83.2077,40.5321,2017,63,"Marion, Ohio",Oxycodone
-80.1696,39.5013,2017,4,"Marion, West Virginia",Oxycodone
-88.4656,36.867,2017,1,"Marshall, Kentucky",Methadone
-83.9191,38.7054,2017,2,"Mason, Kentucky",Methoxyacetyl fentanyl
-88.612,36.9728,2017,14,"McCracken, Kentucky",Oxycodone
-84.4395,36.6648,2017,6,"McCreary, Kentucky",Oxycodone
-78.66,41.8694,2017,7,"McKean, Pennsylvania",Buprenorphine
-78.66,41.8694,2017,1,"McKean, Pennsylvania",Tramadol
-87.1342,37.4919,2017,2,"McLean, Kentucky",Morphine
-85.9915,37.9366,2017,4,"Meade, Kentucky",Fentanyl
-78.3908,36.666,2017,34,"Mecklenburg, Virginia",Heroin
-82.0122,41.0348,2017,12,"Medina, Ohio",Buprenorphine
-82.0122,41.0348,2017,87,"Medina, Ohio",Fentanyl
-82.0122,41.0348,2017,6,"Medina, Ohio",U-47700
-84.9097,37.6965,2017,1,"Mercer, Kentucky",Codeine
-84.9097,37.6965,2017,1,"Mercer, Kentucky",Oxycodone
-80.0893,41.1572,2017,1,"Mercer, Pennsylvania",Methadone
-80.964,37.4362,2017,2,"Mercer, West Virginia",Heroin
-84.4084,39.9951,2017,47,"Miami, Ohio",Heroin
-84.4084,39.9951,2017,1,"Miami, Ohio",Methadone
-76.5747,37.6395,2017,5,"Middlesex, Virginia",Buprenorphine
-76.5747,37.6395,2017,1,"Middlesex, Virginia",Morphine
-77.8141,40.5331,2017,3,"Mifflin, Pennsylvania",Oxycodone
-77.8141,40.5331,2017,1,"Mifflin, Pennsylvania",Oxymorphone
-85.6927,36.7012,2017,1,"Monroe, Kentucky",Oxycodone
-81.0354,39.8489,2017,19,"Monroe, Ohio",Buprenorphine
-79.4196,36.6716,2017,9,"Pittsylvania, Virginia",Oxycodone
-80.0915,38.2746,2017,2,"Pocahontas, West Virginia",Hydrocodone
-81.0501,41.0245,2017,1,"Portage, Ohio",Butyryl fentanyl
-81.0501,41.0245,2017,79,"Portage, Ohio",Heroin
-81.0501,41.0245,2017,1,"Portage, Ohio",Methadone
-81.0501,41.0245,2017,19,"Portage, Ohio",U-47700
-76.354,36.8468,2017,21,"Portsmouth (city), Virginia",Heroin
-78.0205,41.9207,2017,3,"Potter, Pennsylvania",Buprenorphine
-83.9691,37.9059,2017,5,"Powell, Kentucky",Hydrocodone
-84.7133,39.7917,2017,3,"Preble, Ohio",Furanyl fentanyl
-77.2604,38.6823,2017,2,"Prince William, Virginia",4-Fluoroisobutyryl fentanyl
-77.2604,38.6823,2017,1,"Prince William, Virginia",ANPP
-77.2604,38.6823,2017,16,"Prince William, Virginia",Carfentanil
-77.2604,38.6823,2017,9,"Prince William, Virginia",Tramadol
-84.6329,37.1745,2017,2,"Pulaski, Kentucky",Methadone
-84.2693,41.0997,2017,1,"Putnam, Ohio",Tramadol
-81.4371,37.9443,2017,10,"Raleigh, West Virginia",Heroin
-81.4371,37.9443,2017,1,"Raleigh, West Virginia",U-47700
-82.4502,40.9345,2017,18,"Richland, Ohio",Carfentanil
-82.4502,40.9345,2017,3,"Richland, Ohio",Methadone
-76.6625,37.9501,2017,4,"Richmond, Virginia",Hydrocodone
-76.6625,37.9501,2017,1,"Richmond, Virginia",Morphine
-79.8886,37.2747,2017,2,"Roanoke, Virginia",Furanyl fentanyl
-84.4144,37.4027,2017,13,"Rockcastle, Kentucky",Buprenorphine
-84.4144,37.4027,2017,5,"Rockcastle, Kentucky",Fentanyl
-78.9061,38.6601,2017,2,"Rockingham, Virginia",Codeine
-82.2961,36.9791,2017,3,"Russell, Virginia",Hydromorphone
-82.2961,36.9791,2017,4,"Russell, Virginia",Morphine
-83.3218,41.388,2017,11,"Sandusky, Ohio",Buprenorphine
-83.3218,41.388,2017,2,"Sandusky, Ohio",Furanyl fentanyl
-76.235,40.8565,2017,41,"Schuylkill, Pennsylvania",Buprenorphine
-76.235,40.8565,2017,2,"Schuylkill, Pennsylvania",Codeine
-82.842,38.7383,2017,75,"Scioto, Ohio",Fentanyl
-82.842,38.7383,2017,1,"Scioto, Ohio",Fluoroisobutyryl fentanyl
-82.842,38.7383,2017,43,"Scioto, Ohio",Oxycodone
-82.7962,36.7196,2017,1,"Scott, Virginia",Codeine
-82.7962,36.7196,2017,3,"Scott, Virginia",Morphine
-83.3285,41.2162,2017,8,"Seneca, Ohio",Buprenorphine
-84.2597,40.4389,2017,16,"Shelby, Ohio",Furanyl fentanyl
-78.3681,39.0551,2017,4,"Shenandoah, Virginia",Furanyl fentanyl
-78.3681,39.0551,2017,7,"Shenandoah, Virginia",Morphine
-86.7347,36.7509,2017,1,"Simpson, Kentucky",Hydrocodone
-81.5927,36.7929,2017,1,"Smyth, Virginia",Methadone
-78.772,39.9834,2017,4,"Somerset, Pennsylvania",Oxycodone
-76.8978,36.9052,2017,1,"Southampton, Virginia",4-Fluoroisobutyryl fentanyl
-85.1511,38.0562,2017,1,"Spencer, Kentucky",Buprenorphine
-77.5885,38.1982,2017,3,"Spotsylvania, Virginia",Carfentanil
-77.5885,38.1982,2017,211,"Spotsylvania, Virginia",Heroin
-77.5885,38.1982,2017,1,"Spotsylvania, Virginia",Tramadol
-77.5885,38.1982,2017,1,"Spotsylvania, Virginia",U-47700
-77.4655,38.3319,2017,1,"Stafford, Virginia",3-Methylfentanyl
-77.4655,38.3319,2017,1,"Stafford, Virginia",Codeine
-77.4655,38.3319,2017,1,"Stafford, Virginia",Opium
-81.4165,40.8159,2017,2,"Stark, Ohio",Acryl fentanyl
-81.4165,40.8159,2017,22,"Stark, Ohio",Fluorobutyryl fentanyl 
-81.4165,40.8159,2017,8,"Stark, Ohio",Hydromorphone
-81.5219,41.0802,2017,9,"Summit, Ohio",3-Methylfentanyl
-81.5219,41.0802,2017,5,"Summit, Ohio",Codeine
-81.5219,41.0802,2017,14,"Summit, Ohio",Cyclopropyl fentanyl
-81.5219,41.0802,2017,5,"Summit, Ohio",Cyclopropyl/Crotonyl Fentanyl
-81.5219,41.0802,2017,33,"Summit, Ohio",Furanyl fentanyl
-75.8762,41.8332,2017,3,"Susquehanna, Pennsylvania",Hydrocodone
-85.3689,37.4256,2017,11,"Taylor, Kentucky",Buprenorphine
-81.6387,37.1909,2017,63,"Tazewell, Virginia",Oxycodone
-81.6387,37.1909,2017,7,"Tazewell, Virginia",Oxymorphone
-81.6387,37.1909,2017,8,"Tazewell, Virginia",Tramadol
-80.6656,41.462,2017,41,"Trumbull, Ohio",Buprenorphine
-80.6656,41.462,2017,248,"Trumbull, Ohio",Fentanyl
-80.6656,41.462,2017,2,"Trumbull, Ohio",Methoxyacetyl fentanyl
-80.6656,41.462,2017,30,"Trumbull, Ohio",Tramadol
-81.495,40.5609,2017,9,"Tuscarawas, Ohio",Buprenorphine
-81.495,40.5609,2017,5,"Tuscarawas, Ohio",Furanyl fentanyl
-83.2628,40.3533,2017,5,"Union, Ohio",Fentanyl
-83.2628,40.3533,2017,46,"Union, Ohio",Heroin
-83.2628,40.3533,2017,2,"Union, Ohio",Methadone
-76.0435,36.7335,2017,1,"Virginia Beach (city), Virginia",Hydrocodone
-84.1236,39.3496,2017,56,"Warren, Ohio",Carfentanil
-78.1033,38.9231,2017,3,"Warren, Virginia",Furanyl fentanyl
-78.1033,38.9231,2017,2,"Warren, Virginia",Morphine
-85.0701,37.7355,2017,1,"Washington, Kentucky",Oxycodone
-81.4562,39.6314,2017,10,"Washington, Ohio",Buprenorphine
-80.4091,40.3264,2017,3,"Washington, Pennsylvania",Carfentanil
-80.4091,40.3264,2017,152,"Washington, Pennsylvania",Heroin
-80.4091,40.3264,2017,10,"Washington, Pennsylvania",Methoxyacetyl fentanyl
-81.6382,36.666,2017,2,"Washington, Virginia",Methadone
-81.9948,40.9864,2017,18,"Wayne, Ohio",Buprenorphine
-81.9948,40.9864,2017,7,"Wayne, Ohio",Furanyl fentanyl
-75.2731,41.3957,2017,3,"Wayne, Pennsylvania",Buprenorphine
-82.4415,38.2254,2017,4,"Wayne, West Virginia",Buprenorphine
-79.677,40.3312,2017,1,"Westmoreland, Pennsylvania",3-Methylfentanyl
-79.677,40.3312,2017,134,"Westmoreland, Pennsylvania",Fentanyl
-79.677,40.3312,2017,5,"Westmoreland, Pennsylvania",Hydrocodone
-79.677,40.3312,2017,2,"Westmoreland, Pennsylvania",Tramadol
-76.8229,38.0941,2017,8,"Westmoreland, Virginia",Hydrocodone
-76.8229,38.0941,2017,2,"Westmoreland, Virginia",Tramadol
-84.418,41.5024,2017,1,"Williams, Ohio",Oxycodone
-78.1745,39.1734,2017,1,"Winchester (city), Virginia",Hydrocodone
-78.4553,39.5313,2017,3,"Morgan, West Virginia",Hydrocodone
-82.6618,40.6209,2017,3,"Morrow, Ohio",3-Methylfentanyl
-82.6618,40.6209,2017,4,"Morrow, Ohio",Buprenorphine
-82.6618,40.6209,2017,3,"Morrow, Ohio",Hydrocodone
-82.6618,40.6209,2017,1,"Morrow, Ohio",Morphine
-82.6618,40.6209,2017,2,"Morrow, Ohio",Tramadol
-82.018,39.9037,2017,1,"Muskingum, Ohio",Cyclopropyl fentanyl
-82.018,39.9037,2017,40,"Muskingum, Ohio",Fentanyl
-82.018,39.9037,2017,1,"Muskingum, Ohio",Furanyl fentanyl
-82.018,39.9037,2017,55,"Muskingum, Ohio",Heroin
-85.2196,37.8996,2017,1,"Nelson, Kentucky",Furanyl fentanyl
-78.8828,37.913,2017,21,"Nelson, Virginia",Fentanyl
-78.8828,37.913,2017,44,"Nelson, Virginia",Heroin
-78.8828,37.913,2017,4,"Nelson, Virginia",Tramadol
-77.0436,37.4418,2017,1,"New Kent, Virginia",Oxycodone
-76.5185,37.1052,2017,7,"Newport News (city), Virginia",Oxycodone
-80.8512,38.2001,2017,3,"Nicholas, West Virginia",Furanyl/3-Furanyl fentanyl
-80.8512,38.2001,2017,5,"Nicholas, West Virginia",Hydrocodone
-81.2824,39.9156,2017,4,"Noble, Ohio",Carfentanil
-81.2824,39.9156,2017,5,"Noble, Ohio",Heroin
-75.2024,40.6295,2017,3,"Northampton, Pennsylvania",Buprenorphine
-76.6713,40.7841,2017,11,"Northumberland, Pennsylvania",Oxycodone
-78.0029,37.0821,2017,6,"Nottoway, Virginia",Heroin
-86.7728,37.5589,2017,7,"Ohio, Kentucky",Hydrocodone
-80.6951,40.0753,2017,1,"Ohio, West Virginia",Oxycodone
-78.1125,38.2484,2017,2,"Orange, Virginia",Furanyl fentanyl
-82.8369,41.5853,2017,10,"Ottawa, Ohio",Oxycodone
-82.8369,41.5853,2017,1,"Ottawa, Ohio",Oxymorphone
-82.8369,41.5853,2017,1,"Ottawa, Ohio",Phenyl fentanyl
-84.9769,38.6134,2017,2,"Owen, Kentucky",Fentanyl
-84.9769,38.6134,2017,10,"Owen, Kentucky",Heroin
-80.3578,36.7168,2017,7,"Patrick, Virginia",Oxycodone
-80.3578,36.7168,2017,1,"Patrick, Virginia",Tramadol
-84.7378,41.1798,2017,4,"Paulding, Ohio",Fentanyl
-84.3311,38.6708,2017,1,"Pendleton, Kentucky",Oxycodone
-82.4271,39.921,2017,4,"Perry, Ohio",Acetyl fentanyl
-82.4271,39.921,2017,11,"Perry, Ohio",Oxycodone
-77.3914,37.2042,2017,2,"Petersburg (city), Virginia",Buprenorphine
-75.134,40.0076,2017,31,"Philadelphia, Pennsylvania",3-Methylfentanyl
-75.134,40.0076,2017,22,"Philadelphia, Pennsylvania",Acryl fentanyl
-75.134,40.0076,2017,215,"Philadelphia, Pennsylvania",Buprenorphine
-75.134,40.0076,2017,96,"Philadelphia, Pennsylvania",Codeine
-75.134,40.0076,2017,18,"Philadelphia, Pennsylvania",Cyclopropyl fentanyl
-75.134,40.0076,2017,24,"Philadelphia, Pennsylvania",Hydrocodone
-82.7779,39.554,2017,1,"Pickaway, Ohio",Acryl fentanyl
-82.7779,39.554,2017,12,"Pickaway, Ohio",Buprenorphine
-82.7779,39.554,2017,3,"Pickaway, Ohio",Hydrocodone
-82.0632,37.4807,2017,37,"Pike, Kentucky",Buprenorphine
-82.0632,37.4807,2017,1,"Pike, Kentucky",Codeine
-82.0632,37.4807,2017,21,"Pike, Kentucky",Hydrocodone
-82.0632,37.4807,2017,2,"Pike, Kentucky",Morphine
-82.9102,39.1517,2017,2,"Pike, Ohio",Carfentanil
-75.183,41.4045,2017,1,"Pike, Pennsylvania",Tramadol
-79.4196,36.6716,2017,1,"Pittsylvania, Virginia",Hydromorphone
-81.0501,41.0245,2017,1,"Portage, Ohio",3-Methylfentanyl
-81.0501,41.0245,2017,28,"Portage, Ohio",Buprenorphine
-81.0501,41.0245,2017,4,"Portage, Ohio",Morphine
-78.0205,41.9207,2017,8,"Potter, Pennsylvania",Fentanyl
-78.0205,41.9207,2017,5,"Potter, Pennsylvania",Heroin
-83.9691,37.9059,2017,1,"Powell, Kentucky",Methadone
-77.9267,37.5427,2017,2,"Powhatan, Virginia",Furanyl fentanyl
-84.7133,39.7917,2017,34,"Preble, Ohio",Carfentanil
-77.2604,38.6823,2017,3,"Prince William, Virginia",Furanyl fentanyl
-77.2604,38.6823,2017,1,"Prince William, Virginia",3-Methylfentanyl
-77.2604,38.6823,2017,12,"Prince William, Virginia",4-Fluoroisobutyryl fentanyl
-77.2604,38.6823,2017,31,"Prince William, Virginia",Buprenorphine
-77.2604,38.6823,2017,3,"Prince William, Virginia",Codeine
-77.2604,38.6823,2017,20,"Prince William, Virginia",Hydrocodone
-77.2604,38.6823,2017,7,"Prince William, Virginia",Morphine
-84.6329,37.1745,2017,28,"Pulaski, Kentucky",Buprenorphine
-84.6329,37.1745,2017,1,"Pulaski, Kentucky",Codeine
-84.6329,37.1745,2017,14,"Pulaski, Kentucky",Hydrocodone
-84.6329,37.1745,2017,2,"Pulaski, Kentucky",Morphine
-80.7255,36.9342,2017,59,"Pulaski, Virginia",Buprenorphine
-80.7255,36.9342,2017,10,"Pulaski, Virginia",Hydrocodone
-80.7255,36.9342,2017,8,"Pulaski, Virginia",Morphine
-80.7255,36.9342,2017,3,"Pulaski, Virginia",Tramadol
-82.4502,40.9345,2017,2,"Richland, Ohio",Cyclopropyl fentanyl
-82.4502,40.9345,2017,4,"Richland, Ohio",Furanyl fentanyl
-76.6625,37.9501,2017,1,"Richmond, Virginia",Methadone
-79.8886,37.2747,2017,1,"Roanoke, Virginia",Methadone
-79.5431,37.6301,2017,10,"Rockbridge, Virginia",Oxycodone
-79.5431,37.6301,2017,2,"Rockbridge, Virginia",Oxymorphone
-84.4144,37.4027,2017,1,"Rockcastle, Kentucky",Methadone
-78.9061,38.6601,2017,8,"Rockingham, Virginia",Fentanyl
-78.9061,38.6601,2017,3,"Rockingham, Virginia",Furanyl fentanyl
-83.1842,39.4069,2017,5,"Ross, Ohio",Acryl fentanyl
-83.1842,39.4069,2017,38,"Ross, Ohio",Fentanyl
-83.1842,39.4069,2017,20,"Ross, Ohio",Hydrocodone
-83.1842,39.4069,2017,10,"Ross, Ohio",Tramadol
-83.3185,38.2529,2017,1,"Rowan, Kentucky",Furanyl fentanyl
-83.3185,38.2529,2017,4,"Rowan, Kentucky",Oxycodone
-82.2961,36.9791,2017,23,"Russell, Virginia",Oxycodone
-80.0554,37.2864,2017,3,"Salem (city), Virginia",Hydrocodone
-83.3218,41.388,2017,4,"Sandusky, Ohio",Carfentanil
-83.3218,41.388,2017,50,"Sandusky, Ohio",Heroin
-83.3218,41.388,2017,1,"Sandusky, Ohio",Methadone
-83.3218,41.388,2017,1,"Sandusky, Ohio",U-47700
-82.7774,36.8615,2017,67,"Wise, Virginia",Buprenorphine
-82.7774,36.8615,2017,25,"Wise, Virginia",Hydrocodone
-82.7774,36.8615,2017,8,"Wise, Virginia",Tramadol
-83.4363,41.3236,2017,7,"Wood, Ohio",Acryl fentanyl
-83.4363,41.3236,2017,4,"Wood, Ohio",Cyclopropyl fentanyl
-83.4363,41.3236,2017,2,"Wood, Ohio",Morphine
-81.513,39.1806,2017,8,"Wood, West Virginia",Hydrocodone
-84.7563,37.972,2017,4,"Woodford, Kentucky",Buprenorphine
-83.3836,40.95,2017,1,"Wyandot, Ohio",3-Methylfentanyl
-76.0457,41.6119,2017,1,"Wyoming, Pennsylvania",U-47700
-81.192,36.8862,2017,4,"Wythe, Virginia",Fentanyl
-81.192,36.8862,2017,8,"Wythe, Virginia",Heroin
-81.192,36.8862,2017,2,"Wythe, Virginia",Methadone
-76.5841,39.9163,2017,10,"York, Pennsylvania",4-Fluoroisobutyryl fentanyl
-76.433,37.1982,2017,3,"York, Virginia",4-Fluoroisobutyryl fentanyl
-76.433,37.1982,2017,4,"York, Virginia",Buprenorphine
-76.433,37.1982,2017,2,"York, Virginia",Hydrocodone
-84.2597,40.4389,2017,2,"Shelby, Ohio",Tramadol
-78.3681,39.0551,2017,3,"Shenandoah, Virginia",4-Fluoroisobutyryl fentanyl
-78.3681,39.0551,2017,18,"Shenandoah, Virginia",Buprenorphine
-78.3681,39.0551,2017,5,"Shenandoah, Virginia",Hydrocodone
-78.772,39.9834,2017,37,"Somerset, Pennsylvania",Heroin
-78.772,39.9834,2017,1,"Somerset, Pennsylvania",U-47700
-77.5885,38.1982,2017,48,"Spotsylvania, Virginia",Fentanyl
-77.5885,38.1982,2017,32,"Spotsylvania, Virginia",Oxycodone
-77.5885,38.1982,2017,27,"Spotsylvania, Virginia",Oxymorphone
-77.4655,38.3319,2017,3,"Stafford, Virginia",4-Fluoroisobutyryl fentanyl
-77.4655,38.3319,2017,34,"Stafford, Virginia",Buprenorphine
-77.4655,38.3319,2017,7,"Stafford, Virginia",Hydrocodone
-76.5832,41.4102,2017,1,"Sullivan, Pennsylvania",Hydrocodone
-81.5219,41.0802,2017,11,"Summit, Ohio",Acryl fentanyl
-81.5219,41.0802,2017,42,"Summit, Ohio",Buprenorphine
-81.5219,41.0802,2017,34,"Summit, Ohio",Hydrocodone
-75.8762,41.8332,2017,3,"Susquehanna, Pennsylvania",Furanyl fentanyl
-75.8762,41.8332,2017,1,"Susquehanna, Pennsylvania",Oxycodone
-85.3689,37.4256,2017,1,"Taylor, Kentucky",Morphine
-81.6387,37.1909,2017,8,"Tazewell, Virginia",Fentanyl
-81.6387,37.1909,2017,27,"Tazewell, Virginia",Heroin
-80.6656,41.462,2017,14,"Trumbull, Ohio",Furanyl fentanyl
-80.6656,41.462,2017,3,"Trumbull, Ohio",Phenyl fentanyl
-81.495,40.5609,2017,2,"Tuscarawas, Ohio",4-Fluoroisobutyryl fentanyl
-81.495,40.5609,2017,18,"Tuscarawas, Ohio",Fentanyl
-81.495,40.5609,2017,16,"Tuscarawas, Ohio",Hydrocodone
-81.495,40.5609,2017,4,"Tuscarawas, Ohio",Morphine
-83.2628,40.3533,2017,7,"Union, Ohio",Oxycodone
-83.2628,40.3533,2017,1,"Union, Ohio",U-47700
-84.7746,40.8006,2017,1,"Van Wert, Ohio",Hydromorphone
-82.5243,39.1591,2017,1,"Vinton, Ohio",Carfentanil
-82.5243,39.1591,2017,5,"Vinton, Ohio",Heroin
-76.0435,36.7335,2017,2,"Virginia Beach (city), Virginia",Cyclopropyl fentanyl
-86.4371,36.9725,2017,3,"Warren, Kentucky",Hydromorphone
-86.4371,36.9725,2017,3,"Warren, Kentucky",Morphine
-84.1236,39.3496,2017,2,"Warren, Ohio",Butyryl fentanyl
-84.1236,39.3496,2017,1,"Warren, Ohio",Crotonyl fentanyl
-84.1236,39.3496,2017,4,"Warren, Ohio",Methadone
-84.1236,39.3496,2017,1,"Warren, Ohio",Pentazocine
-78.1033,38.9231,2017,41,"Warren, Virginia",Buprenorphine
-78.1033,38.9231,2017,5,"Warren, Virginia",Hydrocodone
-78.1033,38.9231,2017,1,"Warren, Virginia",Tramadol
-85.0701,37.7355,2017,5,"Washington, Kentucky",Heroin
-81.4562,39.6314,2017,6,"Washington, Ohio",Acryl fentanyl
-81.4562,39.6314,2017,1,"Washington, Ohio",Hydromorphone
-81.4562,39.6314,2017,2,"Washington, Ohio",Morphine
-80.4091,40.3264,2017,1,"Washington, Pennsylvania",Methorphan
-80.4091,40.3264,2017,8,"Washington, Pennsylvania",U-47700
-81.6382,36.666,2017,15,"Washington, Virginia",Oxycodone
-84.8506,36.8404,2017,1,"Wayne, Kentucky",Hydromorphone
-84.8506,36.8404,2017,1,"Wayne, Kentucky",Methadone
-81.9948,40.9864,2017,1,"Wayne, Ohio",3-Methylfentanyl
-81.9948,40.9864,2017,86,"Wayne, Ohio",Fentanyl
-81.9948,40.9864,2017,6,"Wayne, Ohio",Hydrocodone
-81.9948,40.9864,2017,1,"Wayne, Ohio",Phenyl fentanyl
-81.9948,40.9864,2017,13,"Wayne, Ohio",Tramadol
-75.2731,41.3957,2017,2,"Wayne, Pennsylvania",Morphine
-82.4415,38.2254,2017,2,"Wayne, West Virginia",Fentanyl
-82.4415,38.2254,2017,2,"Wayne, West Virginia",Hydrocodone
-79.677,40.3312,2017,17,"Westmoreland, Pennsylvania",Buprenorphine
-79.677,40.3312,2017,7,"Westmoreland, Pennsylvania",Furanyl fentanyl
-80.7316,39.5689,2017,3,"Wetzel, West Virginia",Heroin
-78.1745,39.1734,2017,1,"Winchester (city), Virginia",Buprenorphine
-78.1745,39.1734,2017,1,"Winchester (city), Virginia",Furanyl fentanyl
-83.5166,37.8301,2017,1,"Wolfe, Kentucky",Methoxyacetyl fentanyl
-83.5166,37.8301,2017,1,"Wolfe, Kentucky",Tramadol
-83.4363,41.3236,2017,6,"Wood, Ohio",Buprenorphine
-83.4363,41.3236,2017,3,"Wood, Ohio",U-49900
-81.513,39.1806,2017,9,"Wood, West Virginia",Acryl fentanyl
-81.513,39.1806,2017,2,"Wood, West Virginia",Furanyl fentanyl
